,place,avg_cost_per_day,trip_duration,popularity_High,popularity_Medium,popularity_Offbeat,popularity_Very High,adventure,beach,bird-watching,boating,camping,canyon,caves,culture,desert,food,forest,heritage,history,islands,lakes,luxury,mountains,nature,nightlife,offbeat,paragliding,peaceful,rafting,river,romantic,safari,skiing,spiritual,trekking,water-sports,waterfalls,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,couple,family,friends,solo,total_cost_log,region_Africa,region_Europe,region_Middle East,region_North America,region_Oceania,region_South Asia,region_Southeast Asia,region_nan,climate_Alpine,climate_Cold,climate_Continental,climate_Dry,climate_Highland,climate_Mediterranean,climate_Subtropical,climate_Temperate,climate_Tropical,climate_nan
651,gir national park,-0.6359299887899857,-0.0247288077711355,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,-0.3450780264474868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
652,saputara,-1.0889639357630414,-0.0247288077711355,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.176468904743978,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
653,vadodara,-1.0436605410657358,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.0666867816162002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
654,statue of unity,-0.9530537516711247,-0.0247288077711355,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-0.8704121260114374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
655,khajuraho,-1.0889639357630414,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.176468904743978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
656,pachmarhi,-1.134267330460347,-0.0247288077711355,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.2958060907015214,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
657,kanha national park,-0.5906265940926803,-0.0247288077711355,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-0.28410322373352115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
658,bandhavgarh,-0.5453231993953747,-0.0247288077711355,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-0.22572352593095898,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
659,orchha,-1.1795707251576526,-0.0247288077711355,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.4265215655494927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
660,ujjain,-1.2248741198549582,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.5710159676915272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
661,omkareshwar,-1.2248741198549582,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.5710159676915272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
662,mandu,-1.1795707251576526,-0.0247288077711355,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.4265215655494927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
663,sanchi,-1.2248741198549582,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.5710159676915272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
664,munnar,-0.9077503569738191,-0.0247288077711355,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,-0.7818901026120361,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
665,wayanad,-0.9983571463684303,-0.0247288077711355,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-0.9650423982086935,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
666,thekkady,-0.9530537516711247,-0.0247288077711355,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,-0.8704121260114374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
667,kumarakom,-0.6359299887899857,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,-0.3450780264474868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
668,kochi,-0.9530537516711247,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-0.8704121260114374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
669,vagamon,-1.0889639357630414,-0.0247288077711355,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,-1.176468904743978,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
670,athirapally,-1.0436605410657358,-0.0247288077711355,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.0666867816162002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
671,bekal,-0.9983571463684303,-0.0247288077711355,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,-0.9650423982086935,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
672,kannur,-1.0889639357630414,-0.0247288077711355,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.176468904743978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
673,kollam,-1.0436605410657358,-0.0247288077711355,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,-1.0666867816162002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
674,coorg,-0.9077503569738191,-0.0247288077711355,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,-0.7818901026120361,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
675,hampi,-1.2701775145522636,-0.0247288077711355,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,-1.7325402594640829,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
676,mysore,-1.0889639357630414,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.176468904743978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
677,bangalore,-0.9530537516711247,-0.9997503713187681,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,-1.4265215655494927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
678,chikmagalur,-0.9983571463684303,1.9253143193241298,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,-0.2643660039928396,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
679,kabini,-0.2735028312115413,-0.0247288077711355,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0.08037134713951817,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
680,dandeli,-0.9530537516711247,1.9253143193241298,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,-0.1697270244596284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
681,badami,-1.1795707251576526,-0.0247288077711355,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.4265215655494927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
682,sakleshpur,-1.0436605410657358,1.9253143193241298,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,-0.36602043405171414,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
683,udupi,-1.134267330460347,-0.0247288077711355,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.2958060907015214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
684,ooty,-0.9530537516711247,-0.0247288077711355,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,-0.8704121260114374,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
685,kodaikanal,-0.9983571463684303,-0.0247288077711355,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,-0.9650423982086935,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
686,chennai,-1.0436605410657358,-0.9997503713187681,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,-1.622772783717433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
687,madurai,-1.1795707251576526,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.4265215655494927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
688,rameswaram,-1.134267330460347,-0.0247288077711355,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.2958060907015214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
689,kanyakumari,-1.0889639357630414,-0.0247288077711355,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.176468904743978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
690,thanjavur,-1.1795707251576526,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.4265215655494927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
691,yercaud,-1.0889639357630414,-0.0247288077711355,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,-1.176468904743978,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
692,coonoor,-0.9983571463684303,-0.0247288077711355,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,-0.9650423982086935,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
693,trichy,-1.1795707251576526,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.4265215655494927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
694,shillong,-1.0436605410657358,2.9003358828717625,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,-0.11592675151034755,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
695,cherrapunji,-1.0889639357630414,2.9003358828717625,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-0.22572352593095898,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
696,kaziranga,-0.7265367781845969,2.9003358828717625,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0.4750072927622153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
697,tawang,-0.817143567579208,2.9003358828717625,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0.33047479875023467,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
698,ziro valley,-0.9983571463684303,2.9003358828717625,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,-0.014269809478160596,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
699,majuli,-1.1795707251576526,2.9003358828717625,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-0.4758142779007483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
700,gangtok,-0.9077503569738191,2.9003358828717625,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0.1689028946193354,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
701,pelling,-0.9983571463684303,1.9253143193241298,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,-0.2643660039928396,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
702,lachung,-0.7265367781845969,2.9003358828717625,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0.4750072927622153,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
703,dawki,-1.0889639357630414,2.9003358828717625,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-0.22572352593095898,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
704,mawlynnong,-1.1795707251576526,2.9003358828717625,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-0.4758142779007483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
705,tezpur,-1.134267330460347,2.9003358828717625,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-0.3450780264474868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
706,dimapur,-1.1795707251576526,2.9003358828717625,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-0.4758142779007483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
707,kohima,-1.0436605410657358,2.9003358828717625,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-0.11592675151034755,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
708,itanagar,-1.0889639357630414,2.9003358828717625,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-0.22572352593095898,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
709,mumbai,-0.7265367781845969,-0.9997503713187681,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,-1.0319618075451535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
710,lonavala,-0.9530537516711247,-0.9997503713187681,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,-1.4265215655494927,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
711,mahabaleshwar,-0.9077503569738191,-0.0247288077711355,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,-0.7818901026120361,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
712,matheran,-0.8624469622765136,-0.0247288077711355,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-0.6987353577332929,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
713,aurangabad,-1.0889639357630414,-0.0247288077711355,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.176468904743978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
714,ajanta ellora,-1.0436605410657358,-0.0247288077711355,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.0666867816162002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
715,nashik,-1.0889639357630414,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.176468904743978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
716,kolhapur,-1.134267330460347,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.2958060907015214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
717,panchgani,-0.9530537516711247,-0.0247288077711355,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,-0.8704121260114374,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
718,igatpuri,-1.0436605410657358,-0.9997503713187681,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,-1.622772783717433,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
719,darjeeling,-0.9983571463684303,-0.0247288077711355,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,-0.9650423982086935,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
720,kalimpong,-1.0889639357630414,-0.0247288077711355,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,-1.176468904743978,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
721,kolkata,-1.0436605410657358,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.622772783717433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
722,sundarbans,-0.7265367781845969,-0.0247288077711355,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,-0.4758142779007483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
723,digha,-1.1795707251576526,-0.9997503713187681,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.9825548407389266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
724,shantiniketan,-1.134267330460347,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.2958060907015214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
725,agra,-0.9983571463684303,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-0.9650423982086935,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
726,varanasi,-1.1795707251576526,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.4265215655494927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
727,lucknow,-1.0889639357630414,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.176468904743978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
728,ayodhya,-1.2248741198549582,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,-1.5710159676915272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
