,place,avg_cost_per_day,trip_duration,popularity_High,popularity_Medium,popularity_Offbeat,popularity_Very High,adventure,beach,bird-watching,boating,camping,canyon,caves,culture,desert,food,forest,heritage,history,islands,lakes,luxury,mountains,nature,nightlife,offbeat,paragliding,peaceful,rafting,river,romantic,safari,skiing,spiritual,trekking,water-sports,waterfalls,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,couple,family,friends,solo,total_cost_log,region_Africa,region_Europe,region_Middle East,region_North America,region_Oceania,region_South Asia,region_Southeast Asia,climate_Alpine,climate_Cold,climate_Continental,climate_Dry,climate_Highland,climate_Mediterranean,climate_Subtropical,climate_Temperate,climate_Tropical,climate_nan
1016,gir national park,2200,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,8.79497643168877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1017,saputara,1200,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.188966863648876,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1018,vadodara,1300,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.268988209506656,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1019,statue of unity,1500,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.412054873292933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1020,khajuraho,1200,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.188966863648876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1021,pachmarhi,1100,3,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.101980731853192,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1022,kanha national park,2300,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.839421607620602,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1023,bandhavgarh,2400,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.881975184248867,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1024,orchha,1000,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.006700845440367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1025,ujjain,900,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,7.901377353792616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1026,omkareshwar,900,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,7.901377353792616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1027,mandu,1000,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.006700845440367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1028,sanchi,900,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,7.901377353792616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1029,munnar,1600,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,8.476579508530941,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1030,wayanad,1400,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.343077871169383,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1031,thekkady,1500,3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,8.412054873292933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1032,kumarakom,2200,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,8.79497643168877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1033,kochi,1500,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.412054873292933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1034,vagamon,1200,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,8.188966863648876,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1035,athirapally,1300,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.268988209506656,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1036,bekal,1400,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,8.343077871169383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1037,kannur,1200,3,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.188966863648876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1038,kollam,1300,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,8.268988209506656,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1039,coorg,1600,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,8.476579508530941,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1040,hampi,800,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,7.783640596221253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1041,mysore,1200,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.188966863648876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1042,bangalore,1500,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,8.006700845440367,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1043,chikmagalur,1400,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,8.853808274977197,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1044,kabini,3000,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,9.105090961257085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1045,dandeli,1500,5,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,8.922791623969637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1046,badami,1000,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.006700845440367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1047,sakleshpur,1300,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,8.77971129020447,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1048,udupi,1100,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.101980731853192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1049,ooty,1500,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,8.412054873292933,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1050,kodaikanal,1400,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,8.343077871169383,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1051,chennai,1300,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,7.8636512654486515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1052,madurai,1000,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.006700845440367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1053,rameswaram,1100,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.101980731853192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1054,kanyakumari,1200,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.188966863648876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1055,thanjavur,1000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.006700845440367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1056,yercaud,1200,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,8.188966863648876,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1057,coonoor,1400,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,8.343077871169383,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1058,trichy,1000,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.006700845440367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1059,shillong,1300,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,8.962007209588313,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1060,cherrapunji,1200,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.881975184248867,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1061,kaziranga,2000,6,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,9.392745258631441,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1062,tawang,1800,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,9.287394001418473,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1063,ziro valley,1400,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,9.036106025364846,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1064,majuli,1000,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.699681400989514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1065,gangtok,1600,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,9.169622538697624,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1066,pelling,1400,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,8.853808274977197,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1067,lachung,2000,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,9.392745258631441,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1068,dawki,1200,6,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.881975184248867,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1069,mawlynnong,1000,6,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.699681400989514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1070,tezpur,1100,6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.79497643168877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1071,dimapur,1000,6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.699681400989514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1072,kohima,1300,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.962007209588313,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1073,itanagar,1200,6,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.881975184248867,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1074,mumbai,2000,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,8.294299608857235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1075,lonavala,1500,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,8.006700845440367,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1076,mahabaleshwar,1600,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,8.476579508530941,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1077,matheran,1700,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.537191877922927,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1078,aurangabad,1200,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.188966863648876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1079,ajanta ellora,1300,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.268988209506656,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1080,nashik,1200,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.188966863648876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1081,kolhapur,1100,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.101980731853192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1082,panchgani,1500,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,8.412054873292933,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1083,igatpuri,1300,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,7.8636512654486515,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1084,darjeeling,1400,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,8.343077871169383,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1085,kalimpong,1200,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,8.188966863648876,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1086,kolkata,1300,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,7.8636512654486515,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1087,sundarbans,2000,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,8.699681400989514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1088,digha,1000,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,7.601402334583733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1089,shantiniketan,1100,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.101980731853192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1090,agra,1400,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.343077871169383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1091,varanasi,1000,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.006700845440367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1092,lucknow,1200,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.188966863648876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1093,ayodhya,900,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,7.901377353792616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1094,mathura,1000,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.006700845440367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1095,vrindavan,900,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,7.901377353792616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1096,allahabad,1000,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.006700845440367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1097,sarnath,900,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,7.901377353792616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1098,delhi,1500,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.006700845440367,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1099,agra-delhi-jaipur,1800,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,8.594339400592892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1100,bodhgaya,900,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,7.901377353792616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1101,nalanda,800,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,7.783640596221253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
